Condução de Calor
Coordenadas dos nós
506
1	5.09E+01	9.46E+01
2	5.68E+01	9.18E+01
3	6.34E+01	9.04E+01
4	7.00E+01	9.00E+01
5	7.66E+01	9.04E+01
6	8.32E+01	9.18E+01
7	8.91E+01	9.46E+01
8	5.93E+01	5.27E+00
9	5.36E+01	8.10E+00
10	4.69E+01	9.55E+00
11	4.01E+01	1.00E+01
12	3.34E+01	9.60E+00
13	2.69E+01	8.26E+00
14	2.09E+01	5.46E+00
15	4.75E+01	1.00E+02
16	4.83E+01	9.33E+01
17	5.49E+01	8.97E+01
18	6.24E+01	8.80E+01
19	7.00E+01	8.75E+01
20	7.76E+01	8.80E+01
21	8.51E+01	8.97E+01
22	9.17E+01	9.33E+01
23	4.59E+01	9.63E+01
24	5.14E+01	9.12E+01
25	5.86E+01	8.87E+01
26	6.62E+01	8.76E+01
27	7.38E+01	8.76E+01
28	8.14E+01	8.87E+01
29	8.86E+01	9.12E+01
30	9.37E+01	9.65E+01
31	8.66E+01	9.58E+01
32	8.13E+01	9.38E+01
33	7.57E+01	9.28E+01
34	7.00E+01	9.25E+01
35	6.43E+01	9.28E+01
36	5.87E+01	9.38E+01
37	5.34E+01	9.58E+01
38	5.12E+01	9.75E+01
39	5.60E+01	9.46E+01
40	6.15E+01	9.32E+01
41	6.72E+01	9.26E+01
42	7.28E+01	9.26E+01
43	7.85E+01	9.32E+01
44	8.40E+01	9.46E+01
45	8.88E+01	9.75E+01
46	9.25E+01	1.00E+02
47	1.75E+01	0.00E+00
48	2.34E+01	4.21E+00
49	2.87E+01	6.20E+00
50	3.43E+01	7.19E+00
51	4.00E+01	7.50E+00
52	4.57E+01	7.19E+00
53	5.13E+01	6.20E+00
54	5.66E+01	4.21E+00
55	5.88E+01	2.52E+00
56	5.40E+01	5.37E+00
57	4.85E+01	6.79E+00
58	4.28E+01	7.42E+00
59	3.72E+01	7.42E+00
60	3.15E+01	6.79E+00
61	2.60E+01	5.37E+00
62	2.12E+01	2.52E+00
63	6.21E+01	6.33E+00
64	5.60E+01	1.00E+01
65	4.82E+01	1.19E+01
66	4.02E+01	1.25E+01
67	3.26E+01	1.20E+01
68	2.51E+01	1.03E+01
69	1.83E+01	6.70E+00
70	6.42E+01	3.46E+00
71	5.92E+01	8.44E+00
72	5.22E+01	1.12E+01
73	4.42E+01	1.23E+01
74	3.64E+01	1.24E+01
75	2.88E+01	1.13E+01
76	2.15E+01	8.84E+00
77	1.63E+01	3.53E+00
78	6.25E+01	0.00E+00
79	4.50E+01	1.00E+02
80	5.00E+01	1.00E+02
81	9.50E+01	1.00E+02
82	9.00E+01	1.00E+02
83	1.50E+01	0.00E+00
84	2.00E+01	0.00E+00
85	6.00E+01	0.00E+00
86	6.50E+01	0.00E+00
87	8.75E+01	8.08E+01
88	8.67E+00	8.51E+01
89	1.73E+01	8.51E+01
90	2.60E+01	8.51E+01
91	3.39E+01	8.51E+01
92	4.18E+01	8.51E+01
93	4.68E+01	8.18E+01
94	5.36E+01	7.99E+01
95	6.07E+01	7.91E+01
96	6.79E+01	7.88E+01
97	7.51E+01	7.91E+01
98	8.23E+01	7.99E+01
99	9.41E+01	8.51E+01
100	1.01E+02	8.51E+01
101	8.50E+00	7.76E+01
102	1.70E+01	7.76E+01
103	2.55E+01	7.76E+01
104	3.29E+01	7.76E+01
105	4.02E+01	7.76E+01
106	4.61E+01	7.59E+01
107	5.29E+01	7.50E+01
108	5.99E+01	7.45E+01
109	6.69E+01	7.44E+01
110	7.39E+01	7.45E+01
111	8.08E+01	7.50E+01
112	8.76E+01	7.59E+01
113	9.36E+01	7.76E+01
114	1.01E+02	7.76E+01
115	8.59E+00	8.13E+01
116	1.28E+01	7.76E+01
117	1.72E+01	8.13E+01
118	1.30E+01	8.51E+01
119	2.13E+01	7.76E+01
120	2.58E+01	8.13E+01
121	2.17E+01	8.51E+01
122	2.92E+01	7.76E+01
123	3.34E+01	8.13E+01
124	3.00E+01	8.51E+01
125	3.65E+01	7.76E+01
126	4.10E+01	8.13E+01
127	3.79E+01	8.51E+01
128	4.32E+01	7.67E+01
129	4.65E+01	7.88E+01
130	4.43E+01	8.34E+01
131	4.95E+01	7.54E+01
132	5.32E+01	7.74E+01
133	5.02E+01	8.08E+01
134	5.64E+01	7.48E+01
135	6.03E+01	7.68E+01
136	5.71E+01	7.95E+01
137	6.34E+01	7.45E+01
138	6.74E+01	7.66E+01
139	6.43E+01	7.89E+01
140	7.04E+01	7.45E+01
141	7.45E+01	7.68E+01
142	7.15E+01	7.89E+01
143	7.73E+01	7.48E+01
144	8.15E+01	7.74E+01
145	7.87E+01	7.95E+01
146	8.42E+01	7.54E+01
147	8.76E+01	7.83E+01
148	8.49E+01	8.03E+01
149	9.06E+01	7.67E+01
150	9.38E+01	8.13E+01
151	9.08E+01	8.29E+01
152	9.71E+01	7.76E+01
153	1.01E+02	8.13E+01
154	9.77E+01	8.51E+01
155	4.33E+00	8.51E+01
156	8.83E+00	9.26E+01
157	4.25E+00	7.76E+01
158	8.42E+00	7.38E+01
159	1.68E+01	7.38E+01
160	2.53E+01	7.38E+01
161	3.23E+01	7.38E+01
162	3.94E+01	7.38E+01
163	4.58E+01	7.29E+01
164	5.25E+01	7.25E+01
165	5.94E+01	7.23E+01
166	6.63E+01	7.22E+01
167	7.32E+01	7.23E+01
168	8.01E+01	7.25E+01
169	8.69E+01	7.29E+01
170	9.33E+01	7.38E+01
171	1.00E+02	7.38E+01
172	1.05E+02	7.76E+01
173	1.06E+02	8.51E+01
174	1.02E+02	9.26E+01
175	9.45E+01	9.26E+01
176	8.96E+01	8.70E+01
177	8.37E+01	8.48E+01
178	7.64E+01	8.35E+01
179	6.90E+01	8.32E+01
180	6.15E+01	8.35E+01
181	5.43E+01	8.48E+01
182	4.76E+01	8.75E+01
183	4.34E+01	9.26E+01
184	3.50E+01	9.26E+01
185	2.65E+01	9.26E+01
186	1.77E+01	9.26E+01
187	1.03E+02	6.88E+00
188	9.13E+01	6.88E+00
189	8.31E+01	6.88E+00
190	7.49E+01	6.88E+00
191	6.68E+01	6.88E+00
192	6.28E+01	1.18E+01
193	5.65E+01	1.46E+01
194	4.89E+01	1.61E+01
195	4.12E+01	1.65E+01
196	3.37E+01	1.61E+01
197	2.63E+01	1.48E+01
198	1.96E+01	1.20E+01
199	1.54E+01	6.88E+00
200	8.07E+00	6.88E+00
201	1.02E+02	1.84E+01
202	9.35E+01	1.84E+01
203	8.55E+01	1.84E+01
204	7.76E+01	1.84E+01
205	6.97E+01	1.84E+01
206	6.39E+01	2.09E+01
207	5.73E+01	2.23E+01
208	5.01E+01	2.30E+01
209	4.28E+01	2.33E+01
210	3.56E+01	2.31E+01
211	2.85E+01	2.24E+01
212	2.17E+01	2.10E+01
213	1.62E+01	1.84E+01
214	9.04E+00	1.84E+01
215	1.02E+02	1.27E+01
216	9.78E+01	1.84E+01
217	9.24E+01	1.27E+01
218	9.70E+01	6.88E+00
219	8.95E+01	1.84E+01
220	8.43E+01	1.27E+01
221	8.72E+01	6.88E+00
222	8.16E+01	1.84E+01
223	7.63E+01	1.27E+01
224	7.90E+01	6.88E+00
225	7.37E+01	1.84E+01
226	6.82E+01	1.27E+01
227	7.08E+01	6.88E+00
228	6.68E+01	1.97E+01
229	6.33E+01	1.63E+01
230	6.48E+01	9.32E+00
231	6.06E+01	2.16E+01
232	5.69E+01	1.84E+01
233	5.96E+01	1.32E+01
234	5.37E+01	2.27E+01
235	4.95E+01	1.95E+01
236	5.27E+01	1.53E+01
237	4.64E+01	2.31E+01
238	4.20E+01	1.99E+01
239	4.51E+01	1.63E+01
240	3.92E+01	2.32E+01
241	3.46E+01	1.96E+01
242	3.74E+01	1.63E+01
243	3.20E+01	2.27E+01
244	2.74E+01	1.86E+01
245	3.00E+01	1.55E+01
246	2.51E+01	2.17E+01
247	2.06E+01	1.65E+01
248	2.29E+01	1.34E+01
249	1.89E+01	1.97E+01
250	1.58E+01	1.27E+01
251	1.75E+01	9.46E+00
252	1.26E+01	1.84E+01
253	8.55E+00	1.27E+01
254	1.18E+01	6.88E+00
255	1.06E+02	6.88E+00
256	1.01E+02	3.44E+00
257	1.06E+02	1.84E+01
258	1.03E+02	2.42E+01
259	9.46E+01	2.42E+01
260	8.68E+01	2.42E+01
261	7.90E+01	2.42E+01
262	7.12E+01	2.42E+01
263	6.44E+01	2.54E+01
264	5.77E+01	2.61E+01
265	5.07E+01	2.65E+01
266	4.36E+01	2.66E+01
267	3.65E+01	2.65E+01
268	2.96E+01	2.62E+01
269	2.27E+01	2.55E+01
270	1.65E+01	2.42E+01
271	9.52E+00	2.42E+01
272	4.52E+00	1.84E+01
273	4.04E+00	6.88E+00
274	7.79E+00	3.44E+00
275	1.52E+01	3.44E+00
276	1.89E+01	9.37E+00
277	2.57E+01	1.26E+01
278	3.31E+01	1.41E+01
279	4.07E+01	1.45E+01
280	4.86E+01	1.40E+01
281	5.62E+01	1.23E+01
282	6.24E+01	9.04E+00
283	6.59E+01	3.44E+00
284	7.41E+01	3.44E+00
285	8.24E+01	3.44E+00
286	9.06E+01	3.44E+00
287	0.00E+00	8.51E+01
288	0.00E+00	7.76E+01
289	0.00E+00	9.26E+01
290	0.00E+00	8.13E+01
291	0.00E+00	7.38E+01
292	3.60E+01	1.00E+02
293	2.70E+01	1.00E+02
294	1.80E+01	1.00E+02
295	9.00E+00	1.00E+02
296	4.50E+00	1.00E+02
297	4.05E+01	1.00E+02
298	3.15E+01	1.00E+02
299	2.25E+01	1.00E+02
300	1.35E+01	1.00E+02
301	1.00E+01	3.00E+01
302	1.69E+01	3.00E+01
303	2.38E+01	3.00E+01
304	3.06E+01	3.00E+01
305	3.75E+01	3.00E+01
306	4.44E+01	3.00E+01
307	5.13E+01	3.00E+01
308	5.81E+01	3.00E+01
309	6.50E+01	3.00E+01
310	7.27E+01	3.00E+01
311	8.03E+01	3.00E+01
312	8.80E+01	3.00E+01
313	9.56E+01	3.00E+01
314	1.03E+02	3.00E+01
315	1.07E+02	3.00E+01
316	9.95E+01	3.00E+01
317	9.18E+01	3.00E+01
318	8.42E+01	3.00E+01
319	7.65E+01	3.00E+01
320	6.88E+01	3.00E+01
321	6.16E+01	3.00E+01
322	5.47E+01	3.00E+01
323	4.78E+01	3.00E+01
324	4.09E+01	3.00E+01
325	3.41E+01	3.00E+01
326	2.72E+01	3.00E+01
327	2.03E+01	3.00E+01
328	1.34E+01	3.00E+01
329	5.00E+00	3.00E+01
330	8.33E+00	7.00E+01
331	1.67E+01	7.00E+01
332	2.50E+01	7.00E+01
333	3.18E+01	7.00E+01
334	3.86E+01	7.00E+01
335	4.54E+01	7.00E+01
336	5.22E+01	7.00E+01
337	5.90E+01	7.00E+01
338	6.58E+01	7.00E+01
339	7.26E+01	7.00E+01
340	7.94E+01	7.00E+01
341	8.62E+01	7.00E+01
342	9.31E+01	7.00E+01
343	1.00E+02	7.00E+01
344	4.17E+00	7.00E+01
345	1.25E+01	7.00E+01
346	2.08E+01	7.00E+01
347	2.84E+01	7.00E+01
348	3.52E+01	7.00E+01
349	4.20E+01	7.00E+01
350	4.88E+01	7.00E+01
351	5.56E+01	7.00E+01
352	6.24E+01	7.00E+01
353	6.92E+01	7.00E+01
354	7.60E+01	7.00E+01
355	8.28E+01	7.00E+01
356	8.97E+01	7.00E+01
357	9.66E+01	7.00E+01
358	1.05E+02	7.00E+01
359	1.03E+02	1.00E+02
360	1.06E+02	1.00E+02
361	9.88E+01	1.00E+02
362	1.10E+02	7.76E+01
363	1.10E+02	8.51E+01
